	
locus	Mean	Lower_95%CI	Upper_95%CI	
Locus1171	0.0284	0.0048	0.0551	
Locus1172	0.0263	0.0054	0.0531	
Locus1173	0.0384	0.0146	0.0696	
Locus1174	0.0635	0.0338	0.0989	
Locus1175	0.0528	0.0168	0.0849	
Locus1176	0.0337	0.0012	0.071	
Locus1177	0.0389	0.0082	0.081	
Locus1178	0.0245	0.0077	0.0527	
Locus1179	0.0175	5e-04	0.0453	
Locus1180	0.0401	0.0134	0.0647	
Locus1181	0.0218	0.0016	0.0424	
Locus1182	0.0134	-0.0046	0.0375	
Locus1183	0.0354	0.011	0.0598	
Locus1184	0.0095	-0.0082	0.0319	
Locus1185	0.0684	0.0432	0.0976	
Locus1186	0.0151	-0.0044	0.0418	
Locus1187	0.0266	0.001	0.0551	
Locus1188	0.0165	-0.0035	0.043	
Locus1189	0.0472	0.0207	0.0805	
Locus1190	0.0223	5e-04	0.0531	
Locus1191	0.0286	0.0094	0.0555	
Locus1192	0.0269	0.0062	0.0484	
Locus1193	0.0357	0.0112	0.0741	
Locus1194	0.0708	0.0422	0.0991	
Locus1195	0.025	0.0042	0.0468	
Locus1196	0.0342	0.0103	0.0602	
Locus1197	0.0442	0.0184	0.0747	
Locus1198	0.018	0.0035	0.0393	
Locus1199	0.0514	0.0272	0.0799	
Locus1200	0.015	0.0015	0.039	
global	0.026	0.0219	0.0308	
Fit_WC				
Locus1	-0.5713	-0.599	-0.5433	
Locus2	-0.6636	-0.7503	-0.6035	
Locus3	-0.7273	-0.8233	-0.6348	
Locus4	-0.5779	-0.5958	-0.5585	
Locus5	-0.619	-0.6679	-0.5847	
Locus6	-0.7015	-0.7589	-0.6507	
Locus7	-0.5928	-0.6237	-0.5768	
Locus8	-0.7935	-0.8733	-0.7121	
Locus9	-0.5853	-0.6133	-0.5582	
Locus10	-0.7259	-0.7831	-0.6708	
Locus11	-0.5858	-0.6065	-0.5577	
Locus12	-0.5601	-0.6019	-0.5164	
Locus13	-0.5328	-0.5816	-0.4773	
Locus14	-0.7188	-0.8205	-0.618	
Locus15	-0.6925	-0.7595	-0.6354	
Locus16	-0.7061	-0.7909	-0.6296	
Locus17	-0.7433	-0.8162	-0.6836	
Locus18	-0.494	-0.5179	-0.4756	
Locus19	-0.6014	-0.6725	-0.5403	
Locus20	-0.6982	-0.7577	-0.6353	
Locus21	-0.6486	-0.7023	-0.6004	
Locus22	-0.8271	-0.8965	-0.745	
Locus23	-0.7848	-0.8847	-0.6656	
Locus24	-0.5507	-0.5806	-0.522	
Locus25	-0.6999	-0.7799	-0.6345	
Locus26	-0.7961	-0.8752	-0.7238	
Locus27	-0.6016	-0.6654	-0.5381	
Locus28	-0.623	-0.7095	-0.5471	
Locus29	-0.56	-0.603	-0.5202	
Locus30	-0.701	-0.7648	-0.629	
Locus31	-0.6656	-0.7595	-0.5627	
Locus32	-0.5048	-0.543	-0.4718	
Locus33	-0.7084	-0.8207	-0.6198	
Locus34	-0.4879	-0.5327	-0.4393	
Locus35	-0.6271	-0.6712	-0.5908	
Locus36	-0.6386	-0.6826	-0.5973	
Locus37	-0.4635	-0.4958	-0.4307	
Locus38	-0.6805	-0.7643	-0.596	
Locus39	-0.5886	-0.6248	-0.5564	
Locus40	-0.7537	-0.8403	-0.654	
Locus41	-0.6731	-0.765	-0.5796	
Locus42	-0.5598	-0.6033	-0.5219	
Locus43	-0.49	-0.5175	-0.4586	
Locus44	-0.8387	-0.9157	-0.7744	
Locus45	-0.8018	-0.8981	-0.7244	
Locus46	-0.5975	-0.6463	-0.5559	
Locus47	-0.7567	-0.8407	-0.6766	
Locus48	-0.7123	-0.7915	-0.6346	
Locus49	-0.6324	-0.6856	-0.5945	
Locus50	-0.7108	-0.811	-0.61	
Locus51	-0.5696	-0.6134	-0.5301	
Locus52	-0.7116	-0.824	-0.6108	
Locus53	-0.5315	-0.573	-0.4889	
Locus54	-0.551	-0.5814	-0.5249	
Locus55	-0.5764	-0.6423	-0.5274	
Locus56	-0.606	-0.6323	-0.5828	
Locus57	-0.7601	-0.8239	-0.6934	
Locus58	-0.713	-0.7947	-0.6282	
Locus59	-0.8645	-0.9371	-0.7995	
Locus60	-0.6749	-0.7442	-0.5892	
Locus61	-0.6053	-0.6474	-0.5793	
Locus62	-0.6704	-0.7614	-0.5879	
Locus63	-0.495	-0.5355	-0.4553	
Locus64	-0.7292	-0.8392	-0.6363	
Locus65	-0.5815	-0.6397	-0.5295	
Locus66	-0.6306	-0.678	-0.5923	
Locus67	-0.6567	-0.7079	-0.6138	
Locus68	-0.6195	-0.6749	-0.588	
Locus69	-0.5236	-0.5496	-0.5012	
Locus70	-0.8014	-0.8642	-0.7313	
Locus71	-0.7841	-0.8617	-0.6973	
Locus72	-0.4911	-0.5292	-0.4488	
Locus73	-0.5616	-0.6018	-0.5222	
Locus74	-0.6126	-0.6623	-0.5702	
Locus75	-0.6598	-0.7204	-0.6118	
Locus76	-0.7184	-0.8311	-0.6417	
Locus77	-0.7524	-0.827	-0.6782	
Locus78	-0.5512	-0.5728	-0.5271	
Locus79	-0.5843	-0.6017	-0.5582	
Locus80	-0.6013	-0.6977	-0.5143	
Locus81	-0.4653	-0.4928	-0.432	
Locus82	-0.7902	-0.8636	-0.7082	
Locus83	-0.6015	-0.64	-0.5684	
Locus84	-0.5348	-0.57	-0.5047	
Locus85	-0.6626	-0.7271	-0.6085	
Locus86	-0.6785	-0.7515	-0.5952	
Locus87	-0.5803	-0.6603	-0.5077	
Locus88	-0.5253	-0.5858	-0.4714	
Locus89	-0.7953	-0.888	-0.7231	
Locus90	-0.7449	-0.8456	-0.6702	
Locus91	-0.5392	-0.5771	-0.5145	
Locus92	-0.6575	-0.7221	-0.5883	
Locus93	-0.5159	-0.5534	-0.484	
Locus94	-0.7056	-0.7899	-0.6258	
Locus95	-0.707	-0.7958	-0.6292	
Locus96	-0.613	-0.6667	-0.5774	
Locus97	-0.5783	-0.6465	-0.5132	
Locus98	-0.6332	-0.6822	-0.5959	
Locus99	-0.5246	-0.5505	-0.4997	
Locus100	-0.4485	-0.4823	-0.404	
Locus101	-0.599	-0.6376	-0.57	
Locus102	-0.5464	-0.6231	-0.4939	
Locus103	-0.6611	-0.7294	-0.6017	
Locus104	-0.6827	-0.7546	-0.6255	
Locus105	-0.5781	-0.6126	-0.5476	
Locus106	-0.7501	-0.8376	-0.683	
Locus107	-0.7015	-0.7611	-0.6408	
Locus108	-0.7594	-0.8278	-0.6907	
Locus109	-0.6491	-0.705	-0.6004	
Locus110	-0.7526	-0.8306	-0.6868	
Locus111	-0.7384	-0.8235	-0.6383	
Locus112	-0.5926	-0.6613	-0.5261	
Locus113	-0.5752	-0.5981	-0.5389	
Locus114	-0.5362	-0.6043	-0.4653	
Locus115	-0.7086	-0.8056	-0.6385	
Locus116	-0.723	-0.8049	-0.6304	
Locus117	-0.6776	-0.7477	-0.6283	
Locus118	-0.4288	-0.4733	-0.3818	
Locus119	-0.74	-0.833	-0.6594	
Locus120	-0.7195	-0.8027	-0.6405	
Locus121	-0.5944	-0.652	-0.5539	
Locus122	-0.6608	-0.7189	-0.6071	
Locus123	-0.5692	-0.6157	-0.5274	
Locus124	-0.7207	-0.8179	-0.618	
Locus125	-0.7146	-0.8012	-0.6344	
Locus126	-0.5675	-0.618	-0.5249	
Locus127	-0.7227	-0.7933	-0.6627	
Locus128	-0.5128	-0.5511	-0.4822	
Locus129	-0.6747	-0.7488	-0.6133	
Locus130	-0.4755	-0.5014	-0.448	
Locus131	-0.7258	-0.8218	-0.6279	
Locus132	-0.7972	-0.8788	-0.6942	
Locus133	-0.6069	-0.656	-0.5708	
Locus134	-0.7829	-0.8592	-0.6934	
Locus135	-0.529	-0.6119	-0.4625	
Locus136	-0.5769	-0.6188	-0.5416	
Locus137	-0.5773	-0.6476	-0.5278	
Locus138	-0.5153	-0.5462	-0.4841	
Locus139	-0.6479	-0.7419	-0.5478	
Locus140	-0.6308	-0.6951	-0.5797	
Locus141	-0.8203	-0.9165	-0.7235	
Locus142	-0.5096	-0.572	-0.4571	
Locus143	-0.5956	-0.6678	-0.5179	
Locus144	-0.5592	-0.5965	-0.5232	
Locus145	-0.5387	-0.5766	-0.5018	
Locus146	-0.4634	-0.4969	-0.4223	
Locus147	-0.6618	-0.7565	-0.5786	
Locus148	-0.4357	-0.4694	-0.3954	
Locus149	-0.5782	-0.6189	-0.55	
Locus150	-0.5468	-0.5751	-0.5188	
Locus151	-0.8359	-0.9264	-0.7557	
Locus152	-0.5208	-0.5553	-0.4924	
Locus153	-0.7551	-0.8299	-0.6608	
Locus154	-0.5179	-0.5525	-0.491	
Locus155	-0.5096	-0.5572	-0.4759	
Locus156	-0.712	-0.7757	-0.6402	
Locus157	-0.7777	-0.8869	-0.6745	
Locus158	-0.5878	-0.6176	-0.5651	
Locus159	-0.7931	-0.8879	-0.6949	
Locus160	-0.6983	-0.7779	-0.6151	
Locus161	-0.8007	-0.8993	-0.7311	
Locus162	-0.6807	-0.7498	-0.6275	
Locus163	-0.4747	-0.5314	-0.4298	
Locus164	-0.8462	-0.9179	-0.7755	
Locus165	-0.6111	-0.6985	-0.5386	
Locus166	-0.6203	-0.6975	-0.5462	
Locus167	-0.7183	-0.7804	-0.6378	
Locus168	-0.7916	-0.881	-0.7102	
Locus169	-0.7363	-0.822	-0.6344	
Locus170	-0.6083	-0.7073	-0.5132	
Locus171	-0.5637	-0.6286	-0.5155	
Locus172	-0.793	-0.8943	-0.7136	
Locus173	-0.4544	-0.4952	-0.4201	
Locus174	-0.7925	-0.8755	-0.7092	
Locus175	-0.5352	-0.5797	-0.5075	
Locus176	-0.6632	-0.7372	-0.6089	
Locus177	-0.6956	-0.7675	-0.642	
Locus178	-0.5297	-0.5614	-0.5079	
Locus179	-0.6282	-0.7058	-0.5535	
Locus180	-0.5818	-0.6154	-0.558	
Locus181	-0.6521	-0.728	-0.57	
Locus182	-0.5362	-0.5843	-0.494	
Locus183	-0.5946	-0.6783	-0.5122	
Locus184	-0.7868	-0.8621	-0.727	
Locus185	-0.7759	-0.8582	-0.6877	
Locus186	-0.4911	-0.5255	-0.4438	
Locus187	-0.7979	-0.8631	-0.7323	
Locus188	-0.5032	-0.5349	-0.4787	
Locus189	-0.6013	-0.664	-0.5545	
Locus190	-0.6637	-0.7386	-0.5923	
Locus191	-0.5238	-0.5619	-0.4936	
Locus192	-0.8267	-0.9132	-0.7506	
Locus193	-0.6135	-0.6982	-0.5453	
Locus194	-0.5009	-0.519	-0.4908	
Locus195	-0.6503	-0.7362	-0.562	
Locus196	-0.7205	-0.7928	-0.6517	
Locus197	-0.5859	-0.6745	-0.5067	
Locus198	-0.7661	-0.8544	-0.6609	
Locus199	-0.66	-0.729	-0.6137	
Locus200	-0.4912	-0.5225	-0.4469	
Locus201	-0.7272	-0.8104	-0.6343	
Locus202	-0.6914	-0.7478	-0.621	
Locus203	-0.6999	-0.8015	-0.5953	
Locus204	-0.7106	-0.8158	-0.6195	
Locus205	-0.7368	-0.84	-0.6416	
Locus206	-0.7248	-0.813	-0.6566	
Locus207	-0.5953	-0.625	-0.5725	
Locus208	-0.5745	-0.6461	-0.5166	
Locus209	-0.7163	-0.8108	-0.6409	
Locus210	-0.4263	-0.4776	-0.3811	
Locus211	-0.8255	-0.9355	-0.7369	
Locus212	-0.6078	-0.6667	-0.5477	
Locus213	-0.5905	-0.6201	-0.5671	
Locus214	-0.6868	-0.7426	-0.6338	
Locus215	-0.4859	-0.5393	-0.4273	
Locus216	-0.4308	-0.4745	-0.3915	
Locus217	-0.5061	-0.5371	-0.4746	
Locus218	-0.4739	-0.5133	-0.4384	
Locus219	-0.515	-0.5491	-0.4846	
Locus220	-0.5863	-0.6245	-0.5562	
Locus221	-0.4819	-0.5103	-0.4453	
Locus222	-0.6737	-0.7318	-0.6122	
Locus223	-0.5386	-0.568	-0.5085	
Locus224	-0.6446	-0.7204	-0.5608	
Locus225	-0.6926	-0.7795	-0.6067	
Locus226	-0.6649	-0.7436	-0.5732	
Locus227	-0.6898	-0.7431	-0.6326	
Locus228	-0.5967	-0.6264	-0.5705	
Locus229	-0.7535	-0.8309	-0.673	
Locus230	-0.7199	-0.8114	-0.6536	
Locus231	-0.739	-0.8382	-0.6609	
Locus232	-0.72	-0.8192	-0.5996	
Locus233	-0.5482	-0.5777	-0.5229	
Locus234	-0.6943	-0.8011	-0.6016	
Locus235	-0.7125	-0.7992	-0.6165	
Locus236	-0.6067	-0.6679	-0.5564	
Locus237	-0.5775	-0.6044	-0.5559	
Locus238	-0.7525	-0.8192	-0.6694	
Locus239	-0.4533	-0.4974	-0.41	
Locus240	-0.7047	-0.7866	-0.6298	
Locus241	-0.813	-0.9068	-0.7382	
Locus242	-0.6589	-0.7478	-0.5902	
Locus243	-0.6137	-0.6563	-0.5774	
Locus244	-0.5792	-0.6416	-0.5132	
Locus245	-0.4662	-0.5064	-0.4324	
Locus246	-0.7061	-0.7973	-0.6268	
Locus247	-0.5824	-0.6714	-0.5417	
Locus248	-0.6927	-0.7847	-0.5936	
Locus249	-0.8473	-0.9273	-0.7697	
Locus250	-0.8715	-0.9371	-0.7696	
Locus251	-0.511	-0.5751	-0.4669	
Locus252	-0.6606	-0.7492	-0.5725	
Locus253	-0.4592	-0.5059	-0.4069	
Locus254	-0.4972	-0.5185	-0.4748	
Locus255	-0.7133	-0.7977	-0.6398	
Locus256	-0.6818	-0.7721	-0.6197	
Locus257	-0.6855	-0.7713	-0.6042	
Locus258	-0.5814	-0.664	-0.5005	
Locus259	-0.6667	-0.7512	-0.5882	
Locus260	-0.5505	-0.5967	-0.508	
Locus261	-0.4875	-0.525	-0.446	
Locus262	-0.7388	-0.8081	-0.6411	
Locus263	-0.5366	-0.5619	-0.5107	
Locus264	-0.7753	-0.8592	-0.6958	
Locus265	-0.7272	-0.809	-0.6458	
Locus266	-0.6436	-0.7248	-0.5625	
Locus267	-0.4326	-0.4764	-0.3968	
Locus268	-0.6867	-0.7537	-0.6221	
Locus269	-0.5482	-0.5767	-0.5207	
Locus270	-0.7499	-0.8421	-0.6688	
Locus271	-0.8305	-0.9165	-0.7542	
Locus272	-0.6806	-0.7597	-0.6073	
Locus273	-0.5514	-0.5829	-0.525	
Locus274	-0.7276	-0.8483	-0.649	
Locus275	-0.6978	-0.8043	-0.6058	
Locus276	-0.5941	-0.6652	-0.5351	
Locus277	-0.5464	-0.5942	-0.5024	
Locus278	-0.7914	-0.8611	-0.7089	
Locus279	-0.5566	-0.5828	-0.5325	
Locus280	-0.7024	-0.7856	-0.6248	
Locus281	-0.6135	-0.663	-0.5706	
Locus282	-0.7551	-0.8379	-0.6758	
Locus283	-0.4865	-0.5375	-0.4433	
Locus284	-0.6328	-0.7113	-0.5437	
Locus285	-0.4596	-0.4919	-0.4279	
Locus286	-0.7544	-0.8297	-0.6719	
Locus287	-0.5137	-0.5433	-0.4913	
Locus288	-0.4831	-0.5228	-0.4428	
Locus289	-0.7853	-0.8634	-0.7163	
Locus290	-0.768	-0.847	-0.6949	
Locus291	-0.6924	-0.7895	-0.6066	
Locus292	-0.7125	-0.7761	-0.6395	
Locus293	-0.5044	-0.5254	-0.4824	
Locus294	-0.4828	-0.4995	-0.4654	
Locus295	-0.4678	-0.4977	-0.4352	
Locus296	-0.8001	-0.8813	-0.7126	
Locus297	-0.7366	-0.8193	-0.66	
Locus298	-0.5598	-0.5851	-0.537	
Locus299	-0.6737	-0.7416	-0.6054	
Locus300	-0.5546	-0.6049	-0.5149	
Locus301	-0.6875	-0.7886	-0.6183	
Locus302	-0.6376	-0.7172	-0.558	
Locus303	-0.5277	-0.5574	-0.5072	
Locus304	-0.547	-0.5717	-0.5227	
Locus305	-0.4816	-0.5048	-0.4563	
Locus306	-0.7507	-0.8561	-0.6538	
Locus307	-0.5449	-0.576	-0.5132	
Locus308	-0.6894	-0.7808	-0.6231	
Locus309	-0.5628	-0.5932	-0.536	
Locus310	-0.7816	-0.8704	-0.6982	
Locus311	-0.7489	-0.8314	-0.6688	
Locus312	-0.7356	-0.8284	-0.6546	
Locus313	-0.7078	-0.7976	-0.6276	
Locus314	-0.6849	-0.7696	-0.6051	
Locus315	-0.6817	-0.7731	-0.6029	
Locus316	-0.4354	-0.4806	-0.3971	
Locus317	-0.4566	-0.4893	-0.4188	
Locus318	-0.7173	-0.8016	-0.6498	
Locus319	-0.6804	-0.7403	-0.627	
Locus320	-0.6958	-0.7948	-0.6136	
Locus321	-0.7279	-0.8095	-0.6389	
Locus322	-0.6315	-0.7039	-0.5761	
Locus323	-0.5672	-0.6327	-0.5057	
Locus324	-0.4855	-0.5212	-0.4508	
Locus325	-0.6824	-0.767	-0.6178	
Locus326	-0.8831	-0.9569	-0.8032	
Locus327	-0.5179	-0.5577	-0.4803	
Locus328	-0.7768	-0.8742	-0.6713	
Locus329	-0.5603	-0.5869	-0.5337	
Locus330	-0.6956	-0.802	-0.5822	
Locus331	-0.5559	-0.6039	-0.5254	
Locus332	-0.6832	-0.7731	-0.6001	
Locus333	-0.7828	-0.8621	-0.6886	
Locus334	-0.4565	-0.4896	-0.4183	
Locus335	-0.7229	-0.8171	-0.6281	
Locus336	-0.5147	-0.5806	-0.447	
Locus337	-0.7773	-0.8624	-0.6984	
Locus338	-0.6928	-0.7707	-0.6118	
Locus339	-0.813	-0.9067	-0.7186	
Locus340	-0.4731	-0.5396	-0.4327	
Locus341	-0.663	-0.7707	-0.5726	
Locus342	-0.5883	-0.6437	-0.5531	
Locus343	-0.5414	-0.6242	-0.4827	
Locus344	-0.587	-0.6397	-0.5398	
Locus345	-0.627	-0.6879	-0.5705	
Locus346	-0.5138	-0.5946	-0.455	
Locus347	-0.7705	-0.8466	-0.6889	
Locus348	-0.6405	-0.709	-0.5774	
Locus349	-0.7762	-0.847	-0.6982	
Locus350	-0.7801	-0.8465	-0.7115	
Locus351	-0.4841	-0.5305	-0.433	
Locus352	-0.5608	-0.5994	-0.5193	
Locus353	-0.7698	-0.8543	-0.6943	
Locus354	-0.6195	-0.7171	-0.528	
Locus355	-0.7308	-0.8155	-0.6713	
Locus356	-0.5588	-0.6323	-0.5181	
Locus357	-0.671	-0.7777	-0.576	
Locus358	-0.6185	-0.6886	-0.5747	
Locus359	-0.4379	-0.481	-0.3968	
Locus360	-0.7204	-0.8231	-0.6412	
Locus361	-0.696	-0.7766	-0.637	
Locus362	-0.4774	-0.5007	-0.4451	
Locus363	-0.6802	-0.7816	-0.583	
Locus364	-0.4789	-0.5272	-0.4465	
Locus365	-0.7898	-0.8785	-0.7085	
Locus366	-0.6536	-0.7319	-0.5613	
Locus367	-0.7153	-0.8116	-0.6041	
Locus368	-0.7429	-0.8269	-0.6565	
Locus369	-0.7555	-0.8409	-0.6762	
Locus370	-0.5408	-0.5747	-0.5152	
Locus371	-0.6801	-0.7653	-0.6101	
Locus372	-0.5707	-0.6712	-0.4894	
Locus373	-0.7183	-0.8044	-0.6119	
Locus374	-0.535	-0.5609	-0.5158	
Locus375	-0.5209	-0.5529	-0.4975	
Locus376	-0.6311	-0.7276	-0.5484	
Locus377	-0.6951	-0.7731	-0.6142	
Locus378	-0.5559	-0.6074	-0.5206	
Locus379	-0.8069	-0.8802	-0.7371	
Locus380	-0.4756	-0.5246	-0.4352	
Locus381	-0.5746	-0.6052	-0.5491	
Locus382	-0.4518	-0.4988	-0.412	
Locus383	-0.4868	-0.5315	-0.4372	
Locus384	-0.6149	-0.6816	-0.5681	
Locus385	-0.6344	-0.7086	-0.5519	
Locus386	-0.7646	-0.8612	-0.6818	
Locus387	-0.8348	-0.9167	-0.7573	
Locus388	-0.8282	-0.908	-0.7347	
Locus389	-0.775	-0.8692	-0.6828	
Locus390	-0.502	-0.5573	-0.4396	
Locus391	-0.7246	-0.8131	-0.6409	
Locus392	-0.5177	-0.5769	-0.4626	
Locus393	-0.7199	-0.7984	-0.6449	
Locus394	-0.6074	-0.6671	-0.5547	
Locus395	-0.7072	-0.7997	-0.6214	
Locus396	-0.5747	-0.6442	-0.5093	
Locus397	-0.6779	-0.7647	-0.6056	
Locus398	-0.507	-0.559	-0.4601	
Locus399	-0.4771	-0.5134	-0.4401	
Locus400	-0.5439	-0.5914	-0.5107	
Locus401	-0.5778	-0.6102	-0.5502	
Locus402	-0.5124	-0.5342	-0.4937	
Locus403	-0.7268	-0.8259	-0.6418	
Locus404	-0.5549	-0.5974	-0.5158	
Locus405	-0.466	-0.5141	-0.4185	
Locus406	-0.5964	-0.6633	-0.5333	
Locus407	-0.5136	-0.5471	-0.4908	
Locus408	-0.5471	-0.5924	-0.5011	
Locus409	-0.4521	-0.4958	-0.405	
Locus410	-0.6654	-0.7529	-0.5742	
Locus411	-0.7379	-0.8334	-0.6573	
Locus412	-0.7385	-0.8279	-0.6743	
Locus413	-0.7648	-0.8564	-0.6804	
Locus414	-0.5339	-0.5802	-0.4996	
Locus415	-0.5679	-0.6328	-0.5223	
Locus416	-0.4989	-0.519	-0.4753	
Locus417	-0.7214	-0.8186	-0.6357	
Locus418	-0.7611	-0.855	-0.6869	
Locus419	-0.7146	-0.8066	-0.6476	
Locus420	-0.5613	-0.6436	-0.4982	
Locus421	-0.6587	-0.716	-0.6026	
Locus422	-0.6002	-0.6606	-0.5446	
Locus423	-0.5621	-0.6426	-0.4885	
Locus424	-0.5916	-0.6515	-0.5295	
Locus425	-0.4649	-0.5116	-0.4138	
Locus426	-0.7017	-0.7745	-0.6358	
Locus427	-0.7397	-0.8142	-0.6681	
Locus428	-0.6828	-0.7641	-0.6297	
Locus429	-0.525	-0.5567	-0.4982	
Locus430	-0.462	-0.4961	-0.4237	
Locus431	-0.5587	-0.5841	-0.5366	
Locus432	-0.7149	-0.7959	-0.6542	
Locus433	-0.617	-0.6731	-0.5758	
Locus434	-0.5974	-0.6719	-0.5385	
Locus435	-0.6564	-0.7154	-0.5951	
Locus436	-0.6423	-0.6973	-0.5987	
Locus437	-0.5304	-0.5842	-0.4893	
Locus438	-0.5571	-0.6478	-0.4742	
Locus439	-0.7423	-0.8323	-0.6838	
Locus440	-0.5863	-0.6734	-0.5105	
Locus441	-0.6219	-0.7063	-0.5482	
Locus442	-0.8007	-0.878	-0.7154	
Locus443	-0.7084	-0.7912	-0.629	
Locus444	-0.6657	-0.7338	-0.5898	
Locus445	-0.5492	-0.582	-0.5206	
Locus446	-0.4958	-0.5094	-0.4876	
Locus447	-0.7599	-0.8334	-0.6522	
Locus448	-0.6268	-0.6842	-0.5712	
Locus449	-0.5505	-0.5983	-0.5225	
Locus450	-0.8142	-0.8815	-0.7392	
Locus451	-0.868	-0.9566	-0.7811	
Locus452	-0.5177	-0.5491	-0.5008	
Locus453	-0.7707	-0.8421	-0.6894	
Locus454	-0.531	-0.5606	-0.5068	
Locus455	-0.7012	-0.7891	-0.6132	
Locus456	-0.6191	-0.677	-0.5791	
Locus457	-0.6633	-0.7097	-0.6189	
Locus458	-0.4766	-0.5133	-0.4326	
Locus459	-0.6157	-0.6981	-0.55	
Locus460	-0.5391	-0.5647	-0.5119	
Locus461	-0.5036	-0.5585	-0.4565	
Locus462	-0.6105	-0.7005	-0.5348	
Locus463	-0.7262	-0.7882	-0.6605	
Locus464	-0.7756	-0.8557	-0.7112	
Locus465	-0.8355	-0.9171	-0.7438	
Locus466	-0.7732	-0.8559	-0.7078	
Locus467	-0.7465	-0.827	-0.6718	
Locus468	-0.4747	-0.5067	-0.4423	
Locus469	-0.6043	-0.6407	-0.5726	
Locus470	-0.5985	-0.6363	-0.5708	
Locus471	-0.7813	-0.8814	-0.6989	
Locus472	-0.7145	-0.788	-0.6383	
Locus473	-0.7632	-0.8512	-0.6663	
Locus474	-0.676	-0.7529	-0.5998	
Locus475	-0.7509	-0.8301	-0.6761	
Locus476	-0.4807	-0.5369	-0.4278	
Locus477	-0.7078	-0.7953	-0.6223	
Locus478	-0.4861	-0.5253	-0.4534	
Locus479	-0.5867	-0.6461	-0.5269	
Locus480	-0.7504	-0.8678	-0.6586	
Locus481	-0.4827	-0.5066	-0.4532	
Locus482	-0.7044	-0.7883	-0.6225	
Locus483	-0.6187	-0.6824	-0.5514	
Locus484	-0.4975	-0.5207	-0.4739	
Locus485	-0.5273	-0.5691	-0.4958	
Locus486	-0.6361	-0.7308	-0.5544	
Locus487	-0.4768	-0.517	-0.4418	
Locus488	-0.6066	-0.6543	-0.565	
Locus489	-0.5032	-0.5407	-0.4712	
Locus490	-0.6115	-0.6597	-0.5491	
Locus491	-0.5603	-0.6341	-0.4994	
Locus492	-0.7814	-0.856	-0.7136	
Locus493	-0.6576	-0.7385	-0.5865	
Locus494	-0.5035	-0.539	-0.4679	
Locus495	-0.7094	-0.7952	-0.633	
Locus496	-0.849	-0.9176	-0.7725	
Locus497	-0.6108	-0.6603	-0.574	
Locus498	-0.5502	-0.6031	-0.5042	
Locus499	-0.7299	-0.8389	-0.6157	
Locus500	-0.6181	-0.7029	-0.5241	
Locus501	-0.6664	-0.7266	-0.6158	
Locus502	-0.4204	-0.467	-0.3893	
Locus503	-0.7049	-0.7948	-0.6232	
Locus504	-0.7121	-0.8129	-0.6261	
Locus505	-0.6337	-0.7299	-0.5581	
Locus506	-0.5679	-0.6217	-0.5303	
Locus507	-0.6756	-0.7791	-0.5876	
Locus508	-0.5467	-0.5947	-0.514	
Locus509	-0.5258	-0.5744	-0.4796	
Locus510	-0.6872	-0.7733	-0.6073	
Locus511	-0.7284	-0.8348	-0.6502	
Locus512	-0.5097	-0.5689	-0.4464	
Locus513	-0.5698	-0.6371	-0.4935	
Locus514	-0.5335	-0.5766	-0.4908	
Locus515	-0.4991	-0.5285	-0.4719	
Locus516	-0.7463	-0.8442	-0.6455	
Locus517	-0.5233	-0.5578	-0.4979	
Locus518	-0.7427	-0.8407	-0.6609	
Locus519	-0.4434	-0.4853	-0.398	
Locus520	-0.6162	-0.6966	-0.5562	
Locus521	-0.6066	-0.6926	-0.5455	
Locus522	-0.6791	-0.7914	-0.5919	
Locus523	-0.8193	-0.9151	-0.7346	
Locus524	-0.6079	-0.6483	-0.5761	
Locus525	-0.4769	-0.5274	-0.4354	
Locus526	-0.6763	-0.7515	-0.6198	
Locus527	-0.7538	-0.8675	-0.6713	
Locus528	-0.6234	-0.7052	-0.5574	
Locus529	-0.6288	-0.7196	-0.5282	
Locus530	-0.4839	-0.5049	-0.4596	
Locus531	-0.6123	-0.6675	-0.5632	
Locus532	-0.7149	-0.8123	-0.6222	
Locus533	-0.8056	-0.862	-0.7324	
Locus534	-0.7414	-0.8268	-0.6417	
Locus535	-0.6755	-0.7898	-0.5873	
Locus536	-0.6649	-0.756	-0.5926	
Locus537	-0.7498	-0.841	-0.664	
Locus538	-0.5593	-0.6324	-0.4725	
Locus539	-0.7267	-0.7998	-0.6466	
Locus540	-0.7299	-0.8163	-0.6551	
Locus541	-0.5736	-0.6226	-0.5314	
Locus542	-0.5676	-0.6147	-0.5323	
Locus543	-0.6849	-0.7694	-0.6029	
Locus544	-0.7775	-0.8598	-0.6973	
Locus545	-0.8048	-0.8895	-0.721	
Locus546	-0.5056	-0.5346	-0.4789	
Locus547	-0.7226	-0.7841	-0.664	
Locus548	-0.7349	-0.8292	-0.6519	
Locus549	-0.5537	-0.5798	-0.5258	
Locus550	-0.4944	-0.5261	-0.47	
Locus551	-0.8002	-0.8962	-0.6932	
Locus552	-0.5596	-0.6	-0.5234	
Locus553	-0.4988	-0.5429	-0.4587	
Locus554	-0.5333	-0.5963	-0.4727	
Locus555	-0.5131	-0.545	-0.4773	
Locus556	-0.4934	-0.518	-0.4712	
Locus557	-0.4898	-0.5286	-0.4603	
Locus558	-0.5739	-0.5942	-0.5452	
Locus559	-0.5898	-0.6727	-0.5163	
Locus560	-0.5003	-0.5328	-0.4715	
